Remington 870&&Shotgun&&Remington Arms&&1951–present&&Wingmaster!! Express!! Marine!! SPS!! SPS-T!! XCS!! TAC!! Super Mag!!MCS&&7.0 lb (3.2 kg) to 8.0 lb (3.6 kg)&&37.25 in (946 mm) to 50.5 in (1,280 mm)&&18 in (460 mm) to 30 in (760 mm)&&12 gauge!! 16 gauge!! 20 gauge!! 28 gauge!! .410 bore&&Pump-action&&&&4+1 to 7+1 round internal tube magazine&&Bead!! twin bead!! adjustable open sights!! Ghost ring !! Also cantilever and receiver-mounts &&United States&&The Remington Model 870 is a U.S.-made pump-action shotgun manufactured by Remington Arms Company, Inc. It is widely used by the public for sport shooting, hunting, and self-defense. It is also commonly used by law enforcement and military organizations worldwide.    http://en.wikipedia.org/wiki/Remington_Model_870
Remington Model 512 Sportsmaster&&Rifle&&Remington Arms&&1940-1962!!1964-1966 (Model 512X)&&Model 512P!!Model 512SB!!Model 512X&&6 lb (2.7 kg)&&43 in (110 cm)&&25 in (64 cm)&&.22 LR!!.22 Long!!.22 Short&&Bolt-Action&&&&Tubular magazine&&White metal bead front, open rear &&United States&&The Remington Model 512 Sportsmasteris a bolt action rifle manufactured by Remington Arms.[1] The Model 512 has a 25-inch (64 cm) barrel, a one piece hardwood stock, and a blued metal finish.[2] An unusual feature of this rifle is that it uses a tubular magazine in conjunction with a bolt action. Most modern tube fed firearms typically utilize a lever action or a pump action, but in the middle of the 20th century, many bolt action .22's utilized tubular magazines as the high capacity magazine of the era.                                            http://en.wikipedia.org/wiki/Remington_Model_512_Sportsmaster
Remington Model 600&&Bolt Action rifle&&Remington Arms&&1964–1967 (original)!!1971–1980 (Model 600 Mohawk)&&Remington Model 600 Magnum!!Remington Model 600 Mohawk&& 5.5 lb (2.5 kg)&&37.25 in (94.6 cm)&&18.5 in (47 cm)&&.222 Remington!!.223 Remington!!6mm Remington!!6.5mm Remington Magnum!!.243 Winchester!!.308 Winchester!!.35 Remington!!.350 Remington Magnum&&Bolt action&&&&&&Blade ramp font, fully adjustable rear.&&United States&&Remington Arms Model 600 was a push-feed bolt-action rifle produced by Remington Arms from 1964–1968.[3] While it is commonly believed that production ended in 1967,[4] according to Remington representatives records indicate that it actually ended in 1968. This Model was the precursor to the Model 660 (manufactured 1968–1971); the Model Mohawk 600 (manufactured 1972–1979); and the current Model 673 (manufactured 2003–2004).                  http://en.wikipedia.org/wiki/Remington_Model_600
Remington Model 660&&Bolt Action rifle&&Remington Arms&&1968–1971&&Model 660 Magnum&&6.5 lb (2.9 kg) &&38.75 in (98.4 cm)&&20 in (51 cm) &&.222 Remington!!.223 Remington!!.243 Winchester!!6mm Remington!!6.5mm Rem Mag!!.308 Winchester!!.350 Rem Mag&&Bolt action&&&&6-shot magazine&&&&United States&&The Remington Model 660 is a bolt action rifle manufactured by Remington Arms from 1968 to 1971. The rifle was intended as a replacement for the Model 600.                                                               http://en.wikipedia.org/wiki/Remington_Model_660
Remington Model 673&&Rifle&&Remington Arms&&2003-2004&&&& 7.5 lb (3.4 kg)&&41.2 in (105 cm)&&22 in (56 cm)&&.300 Rem SAUM!!.350 Rem Mag!!6.5mm Rem Mag!!.308 Win&&Bolt-Action&&&&&&Iron!!drilled & tapped for scope&&United States&&The Model 673 was a bolt action rifle introduced by Remington Arms in 2003 and discontinued in 2004. It is an updated version of the Remington Model 600 and Model 660. The company hails the weapon as the "ultimate guides' rifle", with features ranging from its laminated stock, ventilated rib and iron sights. Its action is based on that of the Model Seven and features Remington's proprietary short action.                            http://en.wikipedia.org/wiki/Remington_Model_673
Remington Model 700&&Rifle&&Remington Arms&&1962 – present&&Model 700 – Public version!!Model 700P – Police version!!Model 700 – Military version&&4.08 kg (8.09 lbs) empty without riflescope&&41.5 in (1055 mm)&&20"!!22"!!24"!!26"&&.17 Rem!!.17 Rem Fireball!!.204 Ruger!!!.220 Swift!!.221 Rem Fireball!!.223 Remington!!.22–250 Rem!!.243 Win!!6mm Remington!!.25-06 Rem!!.264 Win Mag!!.270 Winchester!!.270 WSM!!.280 Remington!!7mm-08 Rem!!7mm Rem Mag!!7mm RUM!!.30-06!!.308 Win!!.300 WSM!!.300 Win Mag!!.300 RUM!!.338 RUM!!.338 Win Mag!!.338 Lapua Mag!!.35 Whelen!!.375 H&H!!.375 RUM!!.458 WM&&Bolt action, rotating bolt with 2 lugs&&Varies &&3, 4, 5, 6-Round internal magazine (detachable magazine in model 700 Police DM in .308 Win)&&Variable Telescopic&& United States&&The Model 700 series of firearms are bolt-action rifles manufactured by Remington Arms since 1962. All are based on the same centerfire bolt action. They often come with a 3, 4 or 5-round internal magazine depending on caliber, some of which have a floor-plate for quick-unloading, and some of which are "blind," (with no floor-plate). The rifle can also be ordered with a detachable box magazine. The Model 700 is available in many different stock, barrel and caliber configurations. It is a development of the Remington 721 and 722 series of rifles, which had been introduced in 1948.             http://en.wikipedia.org/wiki/Remington_Model_700
Remington Model 770&&Bolt-action rifle&&Remington Arms&& 2007-Present&&Model 770 Compact!!Model 770 Stainless&&8.5 lb (3.9 kg)&&42.5 in (108 cm) (standard)!!44.5 in (113 cm) (magnum)&&22 in (56 cm) (standard)!!24 in (61 cm) (magnum)&&.243 Winchester!!.270 Winchester!!7mm-08 Remington!!7 mm Remington Magnum!!30-06 Springfield!!.308 Winchester!!.300 Winchester Magnum&& Bolt action&&&&4-round detachable mag (standard)!!3-round detachable mag (magnum)&&&&United States&&The Remington model 770 is a magazine-fed bolt-action rifle marketed as a lower-cost alternative to the popular model 700. The model 770 is manufactured in several popular sporting cartridges. Remington Arms has a history of producing lower-cost alternatives to its flagship model 700 including the Remington 788 and earlier model 710 on which the model 770 is based.                    http://en.wikipedia.org/wiki/Remington_Model_770
Remington Model 788&&Rifle&&Remington Arms&&1967-1983&&Model 788 Carbine&&7 lb (3.2 kg)&&41 in (100 cm)!!43.6 in (111 cm)&&22 in (56 cm)!!24 in (61 cm) &&.222 Remington!!.223 Remington!!.22-250 Remington!!.243 Winchester!!6mm Remington!!7mm-08 Remington!!.308 Winchester!!.30-30 Winchester!!.44 Rem Mag&&Bolt-action&&&&3 or 4 round box mag&&3 or 4 round box mag&&United States&&The Remington Model 788 is a bolt action rifle manufactured by Remington Arms from 1967 to 1983.                        Introduced in 1967, the Model 788 was designed by Wayne Leek, the manager of Remington's research and development department.[3] The rifle featured a bolt with nine locking lugs and a straight grain walnut stock. Remington claimed that the rifle had a fast lock time at 2.5 milliseconds.                                                  http://en.wikipedia.org/wiki/Remington_Model_788
Remington Model 798&&&&Remington Arms&&2006-2008&&&& 7 lb (3.2 kg)&&42.25–46.25 in (107.3–117.5 cm)&&22–26 in (56–66 cm)&&.243 Win!!.270 Win!!.300 Win Mag!!.308 Win!!.30-06 Springfield!!!.375 H&H Mag!!.458 Win Mag!!7mm Remington Magnum&&Bolt-action&&&&&&None, has mounting points for a scope&&United States!!Serbia&&The Remington Model 798 is a rifle that was sold by Remington Arms from 2006 until 2008. It is composed of an imported Zastava Arms barreled action assembled with a laminated stock after import to the United States. It is based on a Mauser 98 action chambered for center-fire hunting cartridges ranging from the .243 Winchester to the .458 Winchester Magnum.  It is drilled and tapped for scope mounts.                                         http://en.wikipedia.org/wiki/Remington_Model_798
Remington Model 799&&Rifle&&Remington Arms&&2006-2008&&&& 7.75 lb (3.52 kg) && 39.5–42.5 in (100–108 cm)&&20–26 in (51–66 cm) &&.22 Hornet!!.222 Remington!!.223 Remington!!.22-250 Remington!!7.62x39&&Bolt-action&&&&&&&&United States&&The Remington Model 799 is a bolt action repeating hunting rifle made by Serbian Zastava and branded under Remington Arms. The action is based on a modified Mauser 98 action.[3] Before it was marketed by Remington Arms, a much more cheaper and generic version was sold by Charles Daly at a much cheaper price. Charles Daly also offered barreled actions that were. According to Charles Daly Remington offered the maker of these 'mini-Mausers' a much better deal for the rifle.                               http://en.wikipedia.org/wiki/Remington_Model_799
Modular Sniper Rifle&&Sniper Rifle&&Remington Arms&&2009 - Present&&&&13 lb (5.9 kg) (base rifle)!!17 lb (7.7 kg) (complete)&&36 in (91 cm) (Stock folded)!!46 in (120 cm) (Stock extended)&&20 in (51 cm)!!22 in (56 cm)!!24 in (61 cm)!!27 in (69 cm)&&.338 Lapua Mag!!.338 Norma Mag!!.300 Win Mag!!.308 Win!!7.62x51 NATO&&Bolt action&&338 Lupua 3,290fps!! 338 Norma 2,920fps!! 300 Win.Mag. 3,080fps!!308 Win. 2,760fps&&338 LM - 5 & 10 rd detachable!! 338 Norma - 5 & 10 rd detachable!! 300 WM - 7rd detachable!! 308 Win - 5 & 10 rd detachable&&Schmidt & Bender 5-25×56 PMII scope&&United States&&The Modular Sniper Rifle, or MSR, is a bolt-action sniper rifle recently developed and produced by Remington Arms for the United States Army. It was introduced in 2009, and is designed to meet specific United States Army and US SOCOM Precision Sniper Rifle requirements.                                              http://en.wikipedia.org/wiki/Modular_Sniper_Rifle
XM2010 Enhanced Sniper Rifle&&Sniper rifle&&Remington Arms&&2010–present&&&&12.1 lb (5.5 kg&&46.5 in (118 cm)&&22 in (56 cm)&&.300 Winchester Magnum&&Bolt-action&&&&5-round detachable box magazine&&&&United States&&The XM2010 Enhanced Sniper Rifle (ESR), formerly known as the M24 Reconfigured Sniper Weapon System, is a sniper rifle developed by PEO Soldier for the United States Army. It is derived from the M24 Sniper Weapon System and is intended to replace existing M24s. After winning a competitive bidding process, Remington was awarded the production contract. Up to 3,600 weapons will be procured. The Army had anticipated fielding upgraded weapons to deployed U.S. Army Snipers near the end of December 2010. Later project manager for Soldier weapons Colonel Douglas Tamilio said the XM2010 expected fielding will happen in January 2011.                                           The XM2010 system differs from the prior M24 Sniper Rifle in that the XM2010 fires .300 Winchester Magnum ammunition to provide approximately 50% additional effective range relative to the M24's 7.62x51mm NATO. This chambering to dimensionally larger cartridges is possible because the M24 was designed to use the "long-action" version of the Remington 700 receiver. The U.S. Army hopes that the additional effective range helps their snipers in engagements in mountainous and desert terrain in which the War in Afghanistan is fought.The general penalties for using bigger, more powerful magnum rifle ammunition compared to smaller, non-magnum standard rifle cartridges are increases in recoil, jump, flash, weight, and barrel wear.
